Xpos,Ypos,EGFR,C1S,VCL,GAPDH
3217.48901581722,5018.55096660808,5,80,59,274
3221.21768910066,5257.14532459797,1,31,37,206
3478.81830238727,5576.75375773652,1,64,49,177
3529.63023213307,5174.92487662219,8,100,54,453
3751.1144898333,5253.96702692801,1,146,44,152
4195.76876617774,4890.98119068162,6,136,112,167
4573.18873762376,5308.47803217822,1,5,6,15
5669.79193083574,5414.74005763689,0,3,0,40
5905.20793739519,4678.1481274455,3,12,3,40
6002.75977198697,5520.68403908795,0,8,0,32
6422.39151813153,4714.89489858636,2,9,5,23
6635.1048513302,5351.5639019301,0,0,0,1
6674.97308031774,5120.75375110327,2,2,0,4
7649.79039584685,5448.63075924724,2,9,3,88
8614.45097260818,4673.25406907503,1,9,4,80
8980.00563624539,5256.70821591155,6,93,13,177
9244.89777947933,5377.74464012251,1,14,5,64
9763.67476747675,5513.33453345335,0,43,1,56
9909.07384859714,4859.83218634198,3,48,31,434
10062.4555837563,5111.6230964467,2,31,14,226
10064.5801472671,4912.39960351175,18,58,96,948
10169.1299019608,5347.93826593137,10,98,112,1314
10338.2477388911,4921.95975881505,4,85,147,1150
10370.8313135262,5438.28381548084,4,62,98,1193
10398.6778194404,4687.78425151428,6,20,91,623
10514.1718635363,4782.17498165811,4,18,31,196
10571.0824169184,5416.28906344411,10,172,149,1142
10580.507712766,5123.79281914894,1,74,91,916
10677.6057035117,5105.80414800848,4,106,91,830
10780.3844059887,4695.37604510986,2,64,9,232
10791.108662614,4928.44300911854,0,54,6,264
10814.7810718358,5368.32656784493,5,47,123,803
10893.4269340974,5010.08739255014,7,52,10,405
10976.1238344988,5361.69900932401,5,24,70,446
10985.8931611388,5518.33284414441,3,70,89,711
11060.6258270591,4777.88774811773,7,158,119,703
11085.2241645244,5346.57480719794,7,43,138,349
11363.3143345939,4740.95200792364,2,20,19,61
11418.9584,4848.90826666667,3,15,9,0
11144.5724152817,5026.75307576085,5,72,149,182
11197.3875174662,5537.27247321844,4,53,100,421
11299.8486682809,4762.06739305892,3,31,23,20
11374.6679136691,5314.93438848921,2,34,83,0
11362.9046701974,5156.23904670197,4,83,122,0
11372.4814814815,5438.31719267906,5,34,105,19
11384.7913614549,4733.54559232129,3,28,39,124
11377.9992810927,4864.1969805895,1,27,24,1
11425.9723332309,5227.57854288349,3,29,75,0
11447.3298319328,4838.32457983193,4,66,35,2
11512.0366687383,4665.03107520199,1,13,43,0
11557.8191902385,4731.98557958957,2,23,40,0
11670.6064680233,5364.32521802326,16,132,107,0
11706.939636521,5558.12483773258,12,40,82,318
11679.979144385,5052.49652406417,0,45,49,1
11729.4325413661,5227.50763682647,5,103,113,0
11828.0590266876,5535.81208791209,13,50,37,168
11766.9833787466,5030.77356948229,2,53,52,3
11911.4583678199,4949.59956960768,11,39,137,12
11904.5680095732,5404.5783805345,11,60,64,31
11938.9335875437,5489.65935811884,3,27,14,137
12407.0559006211,4778.05643300799,1,155,127,943
12171.3521457966,5438.07877718989,2,21,33,680
12239.7761437909,5534.21078431373,3,15,22,251
12334.8566893424,5561.23990929705,7,35,102,967
12424.1432327078,4776.58408122564,14,127,117,904
12692.299754551,5414.55583964001,2,104,271,1420
12847.0227249357,5370.25974293059,9,160,247,1418
13053.1508016032,5938.82114228457,0,65,57,152
13089.9058859595,4709.02605763335,0,26,3,87
13134.1237576146,4829.89740301379,0,4,3,47
13247.1454154728,5323.66260744986,0,16,5,62
13376.3473799927,5382.11725906926,3,11,6,42
13450.6915022151,4708.76802255336,1,29,9,126
14278.8084953204,5337.68970482361,0,12,3,144
14683.1299019608,4770.05343137255,4,15,9,153
15129.7492050874,5182.51868044515,0,48,3,173
15148.6066157761,4885.80127226463,1,39,7,232
15839.6413083425,4914.88937890481,0,28,1,140
17487.6828266228,5371.11791290057,1,43,6,69
17511.9567710631,5476.48698720776,1,34,1,62
19016.0764685436,5073.85818561001,1,5,7,124
19106.9719515796,5249.64629465604,1,14,5,139
19108.0862005179,5102.27487976323,2,26,8,186
19683.5723684211,5406.03766447368,0,9,4,28
19660.679462572,5370.09097888676,3,20,5,56
19707.974317817,5442.61918138042,0,17,3,65
19950.8200089326,4971.87784725324,2,114,4,175
20055.5885579937,5486.25940438871,0,36,2,116
20086.1690772346,5202.67341625687,4,62,14,345
21415.7059214904,5150.64038589488,0,18,5,82
22240.1465251626,5072.94043135912,2,37,3,113
22498.5533403288,5170.51591465547,1,4,3,89
22504.9354944335,4981.21119842829,4,20,5,164
23266.2225913621,5137.39719453673,0,33,4,76
23426.6055521028,4907.80484773151,8,74,18,151
23628.6463569434,4691.64813404417,2,116,3,158
24148.0575795645,4988.04878559464,0,34,3,177
24516.7503328895,5447.02529960053,0,14,5,61
24971.3978761062,5328.63256637168,0,8,1,52
25304.9562631211,4953.97165850245,0,35,0,196
26579.9719387755,5376.8527696793,17,63,0,103
26862.0814299901,4795.35882158226,5,5,8,132
27067.3037249284,5109.80157593123,4,4,13,223
27146.8494265631,5174.51609322974,2,2,4,182
27283.4498502994,5277.99850299401,0,0,1,98
27359.1888933928,5380.9513579246,0,0,0,84
27366.8639291465,5538.25845410628,2,15,4,199
28040.5434615385,4820.86807692308,0,2,6,184
28456.9905944319,5395.66967644846,7,8,5,128
29103.8630490956,5911.59302325581,10,134,25,18
31926.7694656489,5466.6641221374,2,36,17,276
33478.2644028997,5169.66844715757,0,10,2,62
33659.2169292781,4956.86844998168,3,10,6,108
34255.380126183,5027.42034700315,0,10,0,74
34324.1528039142,5102.10651110275,0,8,4,64
34970.1612475116,4842.91506303915,4,67,2,214
35124.292893726,5021.80217669654,0,35,1,99
35479.5277061856,5448.67461340206,1,14,2,17
35559.3507545086,5469.77659182922,1,38,5,26
35577.1447635625,5103.21235857267,1,38,3,36
35627.8597681651,4903.6598812553,4,59,10,103
36076.0259246457,5246.56066367093,0,23,1,41
36517.9751914242,5006.75834609495,0,32,0,75
36613.2801983705,5525.55047821467,3,32,25,347
807.555239449976,6090.4253200569,9,160,99,641
909.301957831325,6402.21586345382,4,157,82,514
1001.37642153146,6335.81576952237,3,102,51,417
1086.99017719569,5929.88366718028,3,132,28,412
1331.32817753867,5978.17215870881,5,151,44,418
1435.41083132115,6326.29993101069,3,77,65,743
1584.96329274941,6078.40923132837,7,121,55,517
1625.47559966915,5637.34698097601,6,232,76,593
1691.66928996153,5939.19499825114,13,262,75,671
1848.21423276501,5766.81782802076,9,163,92,654
2252.86093972473,6311.33981964879,3,47,13,204
2263.59390581717,6234.12576177285,3,109,32,231
1951.32715567694,5634.48946547015,1,154,57,540
1984.21417797888,6144.29512317748,5,185,32,419
2026.91315500183,6385.38732136314,5,187,25,391
2172.25772968198,6205.80874558304,2,93,30,248
2260.24220572641,6274.58727465536,1,13,2,22
2260.88579277865,5787.10655416013,1,140,17,541
2453.2175451667,6306.24492456696,5,264,27,547
2601.96866840731,5785.23222239287,12,359,100,1095
2801.11067961165,6175.94263018535,5,113,40,227
2830.26531011544,6475.6705145764,4,137,56,442
2978.64867199309,5662.5385445908,11,46,19,150
2977.00232261061,6188.58947857392,2,9,9,38
3108.23367198839,6455.97387518142,1,14,2,113
3133.23348725156,5833.29050391488,1,42,24,183
3295.76448874123,5845.24861572536,7,89,50,305
3330.58669392306,6159.33172272812,4,36,44,214
3406.74782860452,6418.54950781702,9,40,33,379
3475.22748976808,5583.40450204638,5,52,36,153
3514.29040831119,5792.46073930901,8,87,84,253
3632.04431216931,6141.78549382716,2,42,79,290
3787.33357947203,6339.19586486985,1,93,82,172
3804.42698998419,6068.78676858197,1,29,7,89
4220.74230307877,5774.20211915234,2,103,29,77
6951.27383268482,6465.00705252918,2,29,7,103
7960.15496971856,5800.48343427146,6,74,10,203
8336.8020701843,6269.35597071447,1,25,3,84
8471.82244959374,6113.16641588926,1,9,6,77
9961.73291592129,6118.62361359571,11,135,81,989
9953.34719142646,5907.2100886918,12,89,74,1127
10115.2429040355,5643.49469009461,8,68,138,883
10216.6200085874,5753.86753971662,6,103,125,1246
10287.0136708861,6046.71025316456,19,44,157,837
10365.4418406476,6099.59522795058,11,40,69,639
10447.2073403241,5840.82523037814,10,122,112,1236
10610.0643431635,5811.75603217158,5,107,43,688
10759.7077951002,5937.25011135857,4,147,56,654
10748.670109356,5808.25637910085,3,135,30,451
10874.5859073359,5584.03603603604,5,90,80,643
10937.8849906581,5963.08739879593,14,156,123,1078
10977.9643447462,6235.4800472255,6,89,78,988
11081.9943642922,5877.08025247971,10,108,173,835
11095.7959294437,6286.21383989145,8,67,55,456
11359.9311710554,6070.90087775637,4,21,51,157
11303.953096813,6053.25405892964,4,87,85,582
11408.8299434164,5790.83942498853,0,13,3,186
11395.9555061179,6083.28568780126,3,25,51,535
11472.554517134,5598.25969980176,10,20,127,690
11573.8183919856,5820.10608784999,0,9,14,228
11624.5607369027,5635.47409326425,6,33,76,462
11675.7468160978,5762.72210901681,5,16,48,438
11843.019326339,5749.43456653782,10,20,93,797
12019.6039373412,5752.96867061812,17,27,109,953
12155.274306291,5788.60050836687,7,4,112,814
12212.9051310447,5588.32188999631,7,3,76,717
12429.7898585664,6302.49614271938,2,1,13,303
12506.148834597,6126.56295048207,3,3,21,337
12791.5974406825,6464.7134097574,6,42,9,74
12828.9664974619,5771.46941624365,27,18,171,1429
12841.9028650222,6057.35406771871,7,12,178,1038
13017.2045133992,6340.94282304437,9,108,127,357
13066.366704162,5925.55174353206,3,49,79,141
13119.5452366687,5742.12073097663,12,81,101,564
13118.9743422483,6150.95607740813,7,65,87,226
13256.7867940921,6280.14265855778,5,70,330,405
13250.3131811989,6048.81607629428,10,116,153,368
13338.0775037745,6621.20583794665,1,10,17,30
13823.8256489733,5759.89577683069,0,47,3,40
13888.9552983889,5985.82595870206,1,14,3,69
13960.1700738217,6137.38046564452,3,10,3,60
14010.0846238073,6293.4268731425,0,20,4,129
15604.406116208,6454.54770642202,7,133,18,206
16299.1658568189,6270.94460641399,0,7,6,85
18025.368959869,6065.04709254709,0,11,0,110
18473.5751770096,6423.28488129946,0,9,1,59
18903.584627964,6312.83360588716,3,10,7,126
20133.9842810911,5670.37447988904,1,104,4,226
20247.8691896339,6114.34965034965,6,97,8,221
20446.995112782,5808.77819548872,1,14,1,118
21014.9160550459,5603.87018348624,5,49,7,187
21067.1667987322,6388.04952456418,5,20,6,67
21738.4138996139,6319.09884169884,2,14,2,31
21802.655078125,5966.497265625,1,70,7,158
22326.9946846208,6188.88908575478,0,13,3,38
22737.5549674267,6389.69910423453,4,23,1,43
23033.7553068313,6242.52991123118,5,41,2,61
23185.9000721501,6480.25541125541,0,10,0,40
23207.4275223499,6302.1404853129,0,6,2,28
23327.7361389446,5827.25005566689,10,60,9,149
23654.144028103,5957.41959406714,1,81,11,113
24227.2605815237,5816.58189179242,3,4,8,113
24555.3850874501,6165.65296103099,2,9,3,85
25444.4032554476,6411.34339721712,1,28,3,142
25688.6121297602,6346.45098730607,0,25,5,145
26081.7472183588,6265.54589707928,0,14,0,75
26604.268528464,6475.98245614035,9,39,7,212
27058.1954220315,5920.58054363376,8,29,13,222
27527.9323515877,5980.07478140819,9,158,25,470
27578.1732798931,6122.50728122912,2,53,24,324
27855.0749776852,6033.89586432609,7,23,7,90
27874.7878605769,6140.23527644231,0,6,0,78
28289.2975164724,6704.24379118094,5,61,37,721
28845.5964681571,6129.84520007515,1,29,4,1
29183.8818249813,6054.97681376215,4,97,14,2
29849.6219385995,5884.18075198344,1,2,6,91
29874.6207261191,6027.51004582305,0,4,1,58
30179.5118249206,5935.39710554183,0,7,5,86
30546.6525096525,5709.84615384615,20,44,16,169
30837.079056506,5830.90824261275,3,24,9,340
31049.4844455595,5879.39162067235,1,44,9,246
31157.7558968733,5755.44157981349,3,53,5,224
31220.8239393939,6512.94060606061,1,22,2,77
31716.2932358318,6183.80109689214,0,11,4,74
32107.571371927,6398.47739888977,25,42,19,59
32756.143627094,6034.29031318281,1,40,1,153
32768.3655942568,6029.43764956129,9,43,7,170
33329.869381148,6486.8516996638,1,10,1,58
33526.3426437155,5927.62585254953,0,10,10,116
33630.557798555,6129.0584360391,0,11,3,89
34019.2289298314,6190.89396315171,0,16,2,70
35148.9146625291,5724.14740108611,1,29,2,202
35509.98125,5908.71448863636,0,38,7,179
36359.9982404692,5834.20762463343,10,30,11,297
36187.9146833401,6448.37454618798,1,3,7,157
36260.2997688158,5862.74261494991,8,44,42,399
36350.7544677545,5830.50375550376,7,17,16,98
36384.3027848101,6221.9946835443,2,10,31,292
36573.4576235542,5801.34132492114,8,64,142,807
36649.7060466973,6285.62542406705,12,122,113,796
36777.1655643739,6216.92923280423,16,80,90,832
36772.8189421338,5684.86595840868,26,51,90,552
36791.8876146789,5945.21997497915,14,53,181,912
37039.2949695122,6892.53429878049,2,61,68,236
37039.1988826816,5624.84301675978,10,50,155,587
150.923747980614,6534.31179321486,10,13,4,42
390.41527723924,6760.8437378829,0,22,6,41
471.076158940397,7394.81315042573,3,56,6,117
741.227796358231,6920.66555183946,1,48,8,81
1010.8733239944,7103.84550730438,5,18,6,44
1738.60549625255,7057.81580740404,3,114,53,346
1747.73563490187,6888.74485694017,2,195,54,311
2335.09966777409,6720.26940501359,5,233,86,850
2369.32781034922,7253.97297986235,0,38,4,196
2468.53073838958,7049.06598730371,12,150,69,520
2528.60061799923,6553.47914252607,4,177,52,815
2595.32813899337,7253.22371484865,7,142,58,781
2639.06148346738,6902.18802502234,4,140,68,894
2686.96510689794,6659.07059298104,9,152,68,751
2883.68986543314,6865.16379310345,9,109,14,693
2885.57835218094,7003.39095315024,2,155,37,548
3085.31498470948,7305.80559196156,0,150,17,525
3210.56033310673,6728.41978246091,8,252,71,962
3380.2114213198,7232.21116751269,4,62,39,721
3496.42617717478,7127.91806331471,5,69,66,869
3614.02346403211,6540.21951219512,0,51,20,408
3711.6505447781,7145.41722030295,4,159,25,159
3747.80831871711,6801.42746178903,1,112,62,289
3897.24747065965,6828.75596924322,5,103,38,238
5147.72730509078,7375.49911000356,4,125,49,534
5413.33763094279,7001.98388396454,1,84,2,256
5447.45947176685,6886.83356102004,2,53,12,171
7576.94968553459,7207.5393081761,0,44,6,74
7710.13101014557,7304.44949272166,1,159,21,345
7470.55191066132,6958.13051823416,2,231,23,591
7588.67135476464,7193.34012629162,0,48,2,133
7639.04142931124,6755.70067322631,0,3,0,39
7695.41003417969,7284.583984375,0,43,8,63
7673.69370860927,7192.72516556291,0,9,4,59
7993.53676470588,7425.25919117647,0,46,8,382
9380.9447739066,6940.45218680504,0,10,8,81
9386.15785440613,7366.72107279694,0,6,2,37
9937.55313910546,6647.9265490357,0,88,11,130
9982.1641529288,7288.96737986671,1,55,4,95
10968.3093792173,6992.24730094467,2,46,4,142
11466.1247449723,6906.02768872049,9,65,73,370
11508.8529866914,6824.70535437945,4,46,80,450
11683.8514467988,6801.49487354751,9,101,82,705
11751.8313835198,7287.73092573754,12,53,93,683
11804.2593878195,7407.19501420006,7,36,65,483
11934.0548144555,7262.38685423236,12,97,67,333
12071.1312638581,7128.11441241685,11,95,102,427
12237.2458666667,7201.28266666667,3,38,56,332
12257.1109350238,7309.47147385103,0,0,4,24
12299.0682008368,7353.35983263598,0,3,5,35
12363.4114331723,6966.31280193237,2,11,20,233
12392.9804593761,6763.66181007885,11,98,119,844
12488.6000642467,7350.74879537424,0,42,5,313
12510.4727532097,6562.87446504993,8,58,154,728
12635.725329429,6722.1027818448,18,63,148,750
13337.2431610942,6621.78936170213,1,25,24,65
13035.9709877965,7088.57218512549,0,23,4,48
13243.870913663,6548.97904442582,8,77,105,625
13344.4430309735,6628.21847345133,2,46,44,288
13885.2981120585,6895.3931181486,0,57,5,121
15148.9186954525,7398.74322462104,0,12,6,135
15805.522398346,7407.55456007351,5,98,120,908
16283.6617975597,7236.43976628287,0,35,3,115
17655.8109939759,6632.67695783133,3,29,8,20
17818.7113745832,6805.97221193034,2,32,0,10
17970.9989228007,6867.60682226212,3,60,4,15
18835.2572663001,6705.44501178319,0,35,5,146
18923.8807195933,6719.80915134924,0,25,4,71
19066.9367916303,6609.69921534438,2,33,4,92
19097.2288702929,6943.95271966527,0,48,0,87
19677.992097985,7335.25286448044,0,11,4,101
21005.3282247765,7362.52490421456,2,32,1,81
21283.0556323428,6833.32653766413,0,47,3,163
21392.3471545847,7290.7591484625,0,25,6,329
22224.1187378009,6826.79993493819,1,22,7,145
22332.5856674237,7431.00933636134,3,9,4,189
22543.5903527718,7329.59611231102,0,6,0,26
22689.5803639121,7339.77937831691,0,23,1,60
22697.3454545455,6545.166344294,1,14,5,83
24768.4682884448,6733.05936866493,6,34,17,304
25160.4724614983,6820.85095275385,11,44,8,144
25357.6946288473,7252.22631261316,0,12,5,166
25363.0798898072,6968.78581267218,4,41,8,133
26063.6354752016,7003.47764475934,13,18,16,123
26973.7078105395,7270.25799874529,9,128,60,664
28169.0914231857,6600.9862393968,6,116,34,872
28233.2744063325,6526.88984168865,9,114,34,735
28310.0462458472,6673.97488372093,7,105,46,869
28334.7926429241,7349.04568884724,0,3,1,59
29121.3504502312,7330.13068873205,1,32,7,141
29346.3253565386,7212.39618080735,0,12,1,147
30051.4438247012,6949.59880478088,5,28,14,162
30295.7523889826,6673.45109612142,1,64,5,226
31079.4596851911,6729.35014455509,0,22,3,84
31254.9815849369,7252.45892820195,4,14,8,106
31425.3998416469,6655.5486935867,11,33,12,62
32022.1546777547,6743.45613305613,0,18,2,102
32749.5232273839,7382.33670974502,0,65,2,120
33316.2020606754,6525.95306239267,2,14,2,53
33320.8514311676,6529.44911403907,0,7,5,84
33950.3175943478,7150.64535585042,0,35,4,125
35078.8709677419,7316.06468413978,0,30,7,90
35043.4808707124,7374.76121372032,0,58,5,158
35139.2727219214,7500.92906757711,2,28,3,117
35175.9568965517,7396.13793103448,1,5,1,31
35183.4446962829,7366.7552130553,0,2,1,23
35605.633193413,7255.39812721989,3,40,12,139
36242.3900773782,6989.5,9,16,46,565
36274.3186433355,6867.37524303305,14,33,68,723
36482.7921799679,7003.30208891269,16,69,129,695
36749.0984938565,7190.71224732461,15,94,82,894
36924.5785514346,6741.92932120364,28,178,144,1312
37029.9532095901,7394.86349574633,10,77,60,506
37040.7067526555,6906.58383915023,2,14,19,74
37052.6620583717,7038.01843317972,2,6,1,21
1413.70896888347,8122.36760219646,0,24,4,44
1834.02442748092,7473.61106870229,0,31,1,44
2100.13316582915,8306.37848332572,5,60,41,745
2266.51878398418,8175.64508156204,4,79,57,659
2578.62115915363,7544.51499540018,4,194,192,1229
2769.94621598639,7677.5824829932,4,165,75,545
2935.41070389761,7618.89606360287,2,74,51,436
3091.93819067241,7648.47218580259,6,199,98,769
3358.90490253987,7754.32722976964,6,213,53,773
3364.43916083916,8368.40979020979,1,216,69,729
3860.3451986755,8125.64879966887,1,85,26,313
3942.46618705036,8059.89122302158,0,155,26,253
4236.97674914676,7771.5204778157,11,110,111,748
4257.541018895,7630.54747668022,5,72,81,775
4470.18481012658,7896.78303797468,16,41,34,287
4661.19722901385,7608.06221135561,0,16,15,167
4691.69134588368,8021.66437201461,8,177,101,836
5052.77847401401,8309.2878732031,0,41,8,26
5817.21725352113,7621.06830985916,1,2,6,163
5879.66859673025,7855.87159400545,1,0,3,139
6345.81265930331,8089.02378929482,1,0,1,78
6431.06453048509,7796.82777036048,3,4,6,76
