Xpos,Ypos,EGFR,C1S,VCL,GAPDH
22337.0275362319,23415.6986956522,2,0,21,517
22349.2144982993,23807.8658588435,4,1,82,618
22516.9678522572,23719.4213406293,16,1,62,580
22564.2210915819,23476.4609929078,2,1,33,699
22598.6649484536,23783.7142857143,10,8,32,480
22638.8288870924,23500.1641067098,3,1,35,402
22663.1398117386,23848.9266334441,9,0,28,556
22808.1679719147,23890.1520388874,10,16,29,652
22802.2100924307,23460.3247564327,6,1,58,897
22855.8906572355,23701.1075744179,3,1,30,514
22896.8700578592,23197.506509161,6,2,119,1045
22944.590757069,23739.1042870173,7,0,46,548
23008.0852347233,23506.0270128508,7,0,144,1199
23150.4589832467,23557.4786250722,3,14,70,572
23193.0018281536,23463.1544789762,1,45,61,504
23219.8758256275,23916.9265521797,3,19,42,555
23227.6639558525,23311.8681382515,14,22,101,1002
23247.5739930955,23625.5426927503,15,51,82,622
23288.8914378029,23407.6959612278,5,14,82,478
23353.0081025061,23321.1390616167,8,17,97,517
23331.5096206707,23715.9598680594,7,41,83,746
23334.7527620918,23905.4549472134,9,88,49,444
23358.2125984252,23195.2553430821,6,27,103,650
23468.0952990809,23504.5475365376,5,32,91,432
23416.3414096916,24014.6360744004,10,70,73,657
23506.2101786151,23732.3339858087,5,83,37,506
23561.7989333333,23274.1466666667,5,49,68,646
23572.4318181818,23147.0867768595,6,38,110,617
23666.9765963594,23403.123663681,4,48,93,716
23803.1781862745,23391.6269607843,17,134,135,1023
23822.8626532887,23847.1444816054,1,110,45,938
24005.9864700311,23545.2190501962,20,193,53,742
23963.0028653295,23870.2874283668,10,47,58,437
24099.0400393369,23427.7572351784,7,197,46,534
24118.4251433425,23911.4124017838,12,41,64,241
24143.3987117552,23160.3906602254,0,9,18,75
24219.9674236492,23550.5768206735,8,90,85,382
24213.1328811856,23979.8008038181,4,33,19,81
24289.9108533554,23811.5870753935,4,30,83,274
24339.4212929584,23657.5770247537,5,36,76,325
24415.2237190281,23560.2672600433,8,37,87,298
24523.3199110672,23456.1798418972,2,20,154,412
24791.44612286,23634.9746223565,3,63,117,492
25002.6969476744,23770.848903277,15,292,172,1031
25234.9526484751,24016.6163723917,0,126,37,313
25052.0365403956,23259.2614817298,2,28,9,421
25115.1546840959,23302.2116013072,12,51,60,590
25197.2671168636,23639.8111048584,12,73,63,1071
25236.8814113035,24010.4405096374,3,121,26,328
25300.7780114148,23139.7515770502,5,26,18,387
25467.5311827957,23396.4987096774,7,93,58,816
25540.3252181902,23613.2664216812,12,277,71,751
25643.9940204392,23662.512502718,8,213,41,750
25673.4572850429,23967.9700488434,7,219,144,1065
25670.7820773931,23432.8949083503,6,83,127,1303
26043.9357249626,23895.706527155,4,56,28,578
26056.4390826565,23502.094123268,2,45,54,1064
26067.6033608962,23287.0349426514,7,31,43,569
26139.6206482593,23943.9405762305,5,77,21,302
26145.155504234,23739.6035411855,2,60,17,615
26262.7550329893,23693.8176281509,4,74,19,547
26287.8739356179,23845.5605399792,5,135,57,689
26462.7096774194,24023.7534050179,11,107,64,1228
26919.2197942812,23883.0831733845,4,31,12,267
26961.9201807229,23303.8416164659,5,26,44,550
27273.7113723608,23322.655950096,7,62,53,926
27324.8116683726,23487.295035824,1,42,26,482
27329.0462085308,23738.2843601896,4,13,25,304
27446.9386451971,23727.2637423654,10,31,40,595
27611.7251646149,23314.0269109648,3,39,78,909
27642.6944586968,23737.581067214,9,75,53,827
27839.491882814,23628.2897928718,0,0,1,22
27795.4981450253,23173.242158516,3,30,18,343
27817.0429964539,23589.329787234,0,2,5,98
27860.1227495908,23664.2995090016,2,3,3,58
28038.6856936416,23636.7796242775,2,6,1,108
28060.5911129229,23271.5829596413,0,4,1,108
28242.9276992288,23419.3312982005,10,29,5,188
28625.5716177598,23770.093259915,5,30,11,309
28735.2574974147,23162.3350568769,7,12,9,94
28927.8942238267,23251.2703971119,1,1,4,98
29473.4102564103,23638.5213675214,0,4,4,140
30013.5055841924,23407.0945017182,5,14,8,89
30082.9586966498,23336.1638366223,2,31,5,121
30338.5796041308,23658.1049913941,1,16,1,61
30419.6804123711,23711.0806813088,0,13,1,24
30558.2976345204,23677.090200156,0,8,0,3
30670.6019542773,23546.9164823009,0,9,1,3
31063.8006966366,23430.3429846522,13,105,5,49
31178.4018099548,24026.4904977376,0,34,0,70
31222.8624292556,23756.1393121463,0,5,2,7
31250.1394799054,23657.1673758865,0,7,4,8
31263.1020931226,23974.7266125587,2,7,1,20
31310.7804878049,23692.4609756098,0,3,1,11
31433.3080260304,23322.9271511208,3,26,10,120
31473.5867910164,23210.1452226875,0,4,2,27
31462.2614475628,23201.3692762186,13,23,22,74
31522.2579582876,23237.5850713502,0,2,5,60
31630.4526530992,23260.2664250534,1,25,7,201
31736.7165591398,23137.2520430108,3,58,7,274
32064.6456977585,23738.0759219089,0,10,0,74
32313.5966793497,23696.1985472155,1,14,5,56
32369.2095339737,23920.9822127357,1,11,2,51
32615.9822087949,23537.8563276267,0,12,1,110
32768.5613967767,23666.8752877974,0,10,2,70
32964.5472636816,23911.4056639878,1,13,1,78
33508.1643861293,23980.8940955951,2,9,7,48
34862.5346951036,23652.8002403124,1,11,5,292
34928.5756795422,23718.4354792561,1,8,4,240
35400.3639823226,23763.4416891726,1,55,3,208
35526.5197057278,24270.7028376248,2,13,13,195
35645.7482244318,23932.4861505682,4,34,6,98
35865.3493289955,23506.4314762098,2,27,7,112
35932.0336715867,23522.7435424354,1,48,3,113
36075.8041733547,23528.2414125201,0,7,5,41
36308.6481768813,23656.5081458495,6,15,5,49
36500.9325404562,23486.756677715,19,63,11,151
164.133012820513,24922.0303254438,24,303,32,991
3218.04463336876,24310.4342897627,6,169,61,725
3618.9507015548,24960.5100492984,3,32,4,164
3786.08887396463,24784.6386836803,4,26,99,414
3825.12158324459,24300.930599929,1,25,4,167
3878.59643705463,24556.9002375297,3,68,54,556
4037.63752393108,24420.6461391193,1,15,8,305
4095.77897574124,24313.1763573354,0,9,1,77
4212.42614170269,24785.8753053937,26,76,68,1283
4170.94950690335,24327.3282051282,1,28,6,311
4403.58494246148,24361.4844938561,20,125,113,1123
4459.59595327493,24208.7271589487,16,98,165,917
4929.09366809215,24857.8581873362,5,50,60,586
5074.80072710748,24658.8550329471,5,210,79,1015
5100.01109410865,24998.5107115532,10,172,66,696
5163.72960567494,24438.9150844982,9,113,172,1208
5252.61267270129,24506.4552167699,7,96,196,1056
5414.04704,24708.53344,4,40,6,141
5528.14775107825,24951.4283425755,6,137,59,563
5585.02870902019,24534.1177995925,8,137,92,683
5632.95115010671,24772.0471899455,0,132,53,267
5708.85443959243,24905.5540999515,4,62,10,194
5721.81907571288,24681.68633235,1,98,40,156
5774.2470253492,24311.501810657,0,18,2,41
5765.74155405405,24806.920045045,2,123,8,56
5842.9532765789,24477.490397941,2,106,13,184
5974.09835149483,24699.0861972618,8,138,41,277
6004.86821880651,24452.8501356239,2,166,58,379
6035.30409131717,24882.332692061,4,38,8,182
6142.61751904244,24852.915125136,0,50,71,248
6266.47498749375,24959.3194097049,10,46,108,396
6356.39274164571,24837.3054257995,0,29,4,76
6378.875,24947.3257692308,0,15,2,42
7298.31595282433,24754.4841713222,3,8,5,21
7654.28243670886,24429.7325949367,1,11,2,93
7727.55337781485,24062.5508757298,0,9,4,134
7739.17831233295,24442.21534937,1,11,4,124
8857.96507988799,24818.5911711415,4,35,39,771
8881.12220566319,24535.7162444113,4,131,21,767
8891.06055751362,24261.9593079141,0,52,2,239
8958.52499521164,24850.8959969355,6,50,82,962
9109.28798586573,24548.2604745078,0,89,25,514
9190.81627408994,24255.1413276231,9,122,53,567
9202.14348907935,24577.7517279513,2,129,28,418
9363.00028473804,25031.3687357631,0,8,2,157
9676.72570926437,24468.0819733869,6,83,66,846
9766.49451513822,24715.0252303642,1,37,77,588
9929.48946740858,24497.7120429253,7,40,36,501
10088.8774928775,24263.646090535,1,25,8,159
10168.984061205,24201.5702900861,1,16,6,204
10178.2055653046,24321.03735272,3,40,62,336
10178.2216512504,24542.8540596095,0,23,18,349
10398.009272997,24606.821958457,0,22,30,247
10449.0383392557,24521.3360763045,11,34,22,149
10343.7946487196,24978.3127051871,1,88,15,465
10428.8835888091,24553.8731911245,1,8,6,118
10474.7778857365,24953.2767197824,8,112,16,346
10506.3926701571,24092.7013767694,9,105,16,283
10727.3160014006,24277.2774859944,7,50,23,419
10780.0799552982,24867.3544651021,22,129,65,693
10773.6342144453,24501.2717795979,9,128,82,577
11067.334299692,24937.5571661533,0,43,10,246
11106.145100069,24460.788647343,10,108,24,521
11121.994329553,25001.9793195464,3,90,13,243
11494.0038507822,24205.0048134777,1,49,23,470
11137.8828464885,24106.3247358608,2,54,122,1463
11516.7551676619,24251.0129765733,1,83,91,1019
11510.753962536,24062.5018011527,14,59,25,706
11516.0203594496,24850.5909856782,26,115,157,942
11736.8873960333,24903.1788227767,0,127,63,530
11774.8220324795,24635.2199899548,9,94,99,743
11812.6769616027,24846.6474680022,7,41,49,396
11923.5794758117,24938.1461729039,7,99,22,238
11942.1935563817,24729.3429987608,12,50,12,304
11954.6864970011,24469.9289998379,6,120,79,956
12122.3146275459,24544.3788634098,9,171,77,753
12115.2057743658,24230.9637850467,3,115,40,932
12276.5894554883,24713.9170267934,4,94,15,435
12357.817833367,24545.2249344362,15,93,44,636
12427.4202301219,24242.061136871,13,180,110,1008
12664.567229178,24972.4428415895,11,226,32,882
12720.1698891467,24772.4233049755,1,51,24,350
12793.2197869726,24680.4209340434,3,84,12,333
12992.0482154676,24401.6156000204,7,218,31,538
12909.6809072891,24742.4325038538,5,47,16,296
12987.7165932452,24570.5956314244,6,121,22,409
13262.8115875912,24741.9974148418,10,114,19,349
13267.3784615385,24119.382974359,2,74,32,691
13516.6761348553,24665.6896734802,2,89,8,201
13560.8423947535,24579.7334461604,6,92,11,194
13608.7885021097,24375.5061533052,6,64,9,267
13713.7793103448,24499.7894736842,9,198,36,521
13810.0311801388,24744.2219084598,11,88,14,239
14085.7680610212,24245.0006315892,7,80,17,375
14178.0259873133,24532.2903621854,6,93,22,616
14275.6757822124,24848.4535599901,3,141,28,513
14271.4884868421,24638.6252349624,1,118,27,403
14354.2156436719,24937.2819120043,6,102,19,118
14409.157240634,24819.9627161383,3,27,8,253
14402.2966210988,24642.3257673459,4,126,24,697
14431.2803686636,24156.7692165899,14,103,58,578
14694.811228482,24282.0575117371,2,37,6,160
14703.7126262626,24085.9042929293,4,131,41,676
14797.2415594855,24193.8321945338,0,15,6,41
14874.5766497462,24664.3436548223,8,109,36,73
15001.7823243647,24407.0646487294,6,52,21,1
15086.6747697974,24257.4125230203,1,24,12,0
15176.9328621908,24426.1725024093,4,24,15,0
15293.6485765125,24832.1612544484,6,127,46,188
15452.2585551331,24382.3390643082,7,55,61,0
15459.3602466236,24738.7519083969,28,146,39,0
15627.1275327771,24795.1042908224,7,75,37,68
15710.0504126701,24909.0796341735,6,141,55,758
15914.1442380591,24482.4315769522,11,126,66,975
15921.8566812832,24928.5612739441,4,89,27,538
15929.9123780693,24350.012781702,15,112,80,1309
16032.6526483292,24871.5398954308,6,139,14,385
16521.2418901181,24226.7264204013,1,28,1,169
16533.0690789474,24823.2808388158,6,96,62,582
16593.4226080532,24731.0899519764,8,63,38,457
16561.8520961907,24434.4556288572,15,87,150,829
16748.5614805521,24512.9325595985,0,5,2,41
16881.2684169884,24558.1671042471,5,41,60,649
16897.0726840855,24897.5800475059,8,67,30,385
17193.1402952131,24677.5836667126,4,12,9,62
17400.4471231115,24212.412729026,3,18,30,403
17499.254267216,24335.9558563861,11,95,66,574
17561.7434911243,24192.2044378698,13,103,59,745
17693.9483640082,24144.1993865031,0,21,6,252
17827.1553663728,24975.8041958042,5,47,112,536
18082.0057320277,24707.1225220922,2,15,12,113
18494.4567444508,24670.2333523051,0,14,74,624
18528.6394145849,24922.3951551855,2,6,28,166
18729.3392481905,24138.3892131683,2,10,47,382
18548.6323089475,24074.3206418276,5,20,70,517
18627.8658790827,24394.7062775075,6,22,161,657
18734.9801237577,24139.3165197825,2,82,122,648
19044.9790382244,24636.3054430157,13,57,21,357
19163.6692674469,24643.0169050715,9,37,14,334
19224.8050139276,24251.1253481894,19,104,77,1049
19290.4828275486,24428.7941123024,4,126,28,641
19263.3295589988,24816.426102503,1,95,208,952
19286.3697519084,24661.2869751908,0,42,19,354
19402.976831421,24607.0653133274,9,52,46,737
19442.8806983511,24456.8198351115,0,17,4,217
19539.7604087812,24381.3484102952,3,57,31,587
19537.9474013776,24090.2016280526,5,101,71,665
19559.1142727066,24832.4584566356,2,31,69,613
19625.0154411765,24159.1794117647,0,65,26,384
19654.4531582683,24287.9634492548,3,38,24,300
19668.3466216216,24357.3871621622,2,27,27,400
19761.8857887875,24084.7087353325,9,52,94,581
19791.6603824401,24268.7096687315,4,65,153,1055
19807.1423899371,24839.413836478,12,86,36,565
19847.7865883033,24703.6810868099,11,144,245,954
19981.3299526707,24060.7572684246,10,87,77,720
19986.8863294188,24504.4647696477,23,88,161,1030
20149.8457762852,24432.9940583828,3,62,48,720
20298.181000899,24607.8780341624,5,114,39,586
20308.7002212389,24314.6382743363,7,112,13,527
20393.2788169869,24686.4916582406,6,106,64,631
20403.2596774194,24218.9725806452,6,77,8,398
20419.6102219928,24772.4321115126,6,91,25,519
20430.816468254,24441.0682043651,5,67,14,401
20449.819619232,24126.2581477896,8,99,26,375
20544.3500175009,24074.9173958698,1,48,7,281
20604.028597786,24158.8420202952,0,58,5,251
20662.0193126953,24247.3814257313,0,46,60,544
20664.6166822868,24340.7491408935,6,77,101,429
20691.2389506701,24588.877673225,9,71,15,643
20815.6341825377,24907.6262676231,4,125,33,805
20830.3511678436,24465.0377512222,11,118,16,625
20978.6574668378,24098.7826273,9,74,62,445
21009.4295257181,24501.8710754843,6,125,30,667
20981.6884576098,24197.480762683,10,83,41,484
21030.7234457764,24952.2801784221,8,56,10,247
21048.2645872546,24272.5100833557,4,68,144,683
21074.4468134415,24847.2366164542,3,142,17,413
21078.8066971081,24081.0388127854,6,66,70,565
21160.7572519084,24609.5690294438,9,238,26,544
21259.244948796,24760.2759479657,2,51,8,405
21392.6056105611,24423.5966263293,6,100,26,634
21381.3694079829,25353.3265470131,7,53,10,399
21468.8912280702,24953.2649122807,0,85,18,495
21526.6478357526,24187.9015300118,2,114,179,666
21643.4780445598,24353.7302617348,2,94,20,386
21655.6208742194,24499.5160570919,4,70,21,376
21684.9483451902,24788.09093721,0,10,5,171
21695.4677871148,24703.4155844156,0,67,28,287
21775.6978523095,24208.2853780524,1,62,27,286
21778.9264362447,24622.30032695,1,44,52,295
21780.1548913043,24329.8435990338,3,59,21,343
21791.1174234425,24489.9638859557,1,65,13,218
21824.02688,24156.75136,6,80,24,273
21872.303695471,24379.2089469297,1,102,42,503
21884.1629257988,24694.8714021653,2,75,24,294
21944.2576014817,24756.8561506405,1,65,15,347
21981.1514516612,24126.3486979946,4,98,17,430
21999.3257559038,24580.6184065328,16,155,86,775
22115.5521528199,24887.4396604002,3,55,18,422
22129.2007982806,24304.4424316856,13,92,24,616
22158.8161217222,24965.3949498219,3,79,21,364
22243.5,24452.4296008869,7,73,19,434
22257.5549386324,24815.8360607832,0,45,13,157
22290.7044057377,24742.8516905738,3,46,10,185
22325.2197480223,24114.1233518898,10,100,28,759
22392.0735368957,24839.9267175573,3,41,7,278
22479.6973758465,24307.8946106095,10,97,25,480
22513.003426858,24576.8976226173,1,152,46,743
22531.8450704225,24937.8848384424,7,48,35,413
22556.3677458766,24193.574526573,6,40,4,183
22673.7213063275,24777.4090124038,6,41,23,318
22656.7860652077,24318.8054935239,3,92,18,498
22787.230565036,24893.1733029958,1,67,23,532
22873.1542174213,24359.2321305447,13,107,88,596
22962.190142607,24634.4125594196,4,117,13,484
23007.1438690767,24494.8869076698,11,114,151,765
23036.9856306546,24927.3783927621,1,59,22,410
23232.5594974132,24095.7496920424,3,77,79,787
23252.7645704418,24473.3124190531,3,101,14,351
23295.0619069137,24390.4197921374,0,28,26,359
23344.3292635659,24931.7472868217,0,40,13,533
23340.5048671402,24323.3183372797,4,74,40,433
23391.1455541509,24586.8122208175,15,82,12,440
23413.7152641879,24449.366927593,5,20,24,440
23451.3454408818,24847.0132765531,10,102,46,776
23528.3725555187,24535.7954922108,1,26,39,711
23700.3651732882,24653.4533671457,8,54,30,748
23734.8339930727,24538.1991588323,5,31,108,654
23736.9104068858,24288.779342723,4,55,27,422
23765.7137030995,24365.582925503,8,35,70,533
23836.3130111524,24871.6205700124,4,74,77,821
23918.7077841333,24193.0758517782,12,84,162,793
23983.7167110098,24747.1919422273,10,53,63,493
24010.3458128079,24462.7938423645,8,77,68,956
24106.5813778862,24604.6506476441,4,37,102,557
24250.9154143409,24777.1092743667,2,56,86,486
24247.433836858,24084.9700906344,3,98,35,546
24318.8312217195,24925.0149321267,4,47,83,596
24445.1849626913,24173.0958644239,27,489,406,1840
24471.0940503433,24522.6043478261,12,34,68,726
24530.2584242424,24982.1873939394,9,40,105,604
24755.1739541799,24277.6033655471,26,432,213,1250
24740.0904292752,24731.1416256158,2,90,15,357
24906.18,24243.48,11,209,91,642
25005.9491425772,24448.9547280745,2,150,96,808
25116.9356894554,24974.289976825,0,99,44,418
25211.4856221792,24910.376273372,3,24,28,53
25063.253868298,24770.5085462397,10,67,91,172
25182.4263824117,24930.178964024,10,18,18,39
25150.2842726785,24527.5965646806,14,154,104,540
25443.8632060751,24225.6454800791,5,227,74,666
25493.9092018125,24599.6110142907,13,132,50,155
25629.3188530775,24902.586073084,20,209,55,281
25714.0021476126,24340.5324647434,18,235,248,980
25809.8253560127,24122.1132318038,11,185,47,401
26010.9909821817,24763.6476531943,29,131,85,347
26143.4709359606,24291.8728078818,20,248,294,1193
26281.6491946492,24669.2042042042,10,184,249,893
26281.7570570571,24916.9738738739,5,65,45,644
26416.2334611697,24588.4436241611,20,244,269,833
26703.8592553472,24134.5587536308,2,56,32,815
26831.4746678477,24302.1147918512,18,206,337,1189
26832.1503672207,24679.383713439,6,27,5,139
26908.0320460594,25098.3679322144,6,51,32,187
26867.7555965844,25011.478421417,3,73,66,524
26952.8050262358,24489.2841756421,0,3,1,53
27173.2074014481,24289.9888978278,11,160,39,400
27924.4960604071,24832.1126066973,0,4,1,29
28023.1536994661,24668.9595728452,0,6,1,54
28255.3489126907,24534.8360921779,0,47,2,248
28565.5805447471,24174.3439688716,1,37,4,201
28593.0026789131,24907.1695369307,0,14,4,85
28663.096499239,24784.3786910198,1,9,0,27
29027.1824616595,24863.4777821471,3,25,4,42
29151.8926202322,24077.3030679934,6,30,1,72
29410.9146779993,24762.7927427264,1,16,3,28
29565.0908281389,24241.8539626002,0,23,3,77
29642.4783693844,24163.2924292845,0,10,2,84
29770.4723478261,24235.4250434783,0,7,1,94
29800.7882866497,24108.839941797,1,17,1,87
30754.0512737827,24827.4879071267,7,8,7,47
30916.5610454708,24276.8023630505,6,45,9,179
30926.751980198,24905.6995049505,0,0,2,21
31001.3241217799,24955.5405152225,8,17,7,55
31102.1130521587,24130.1759421013,1,33,2,140
31106.5081826012,24752.2515073213,2,29,2,90
31187.2712403453,24779.582916856,2,28,3,102
31448.629373318,24904.6432141484,0,19,1,65
31668.2979184735,24216.7862098873,1,36,5,109
31894.2580760948,24190.0872218234,5,35,5,120
32210.1438935913,24342.117694478,1,30,4,87
32241.5351129363,24722.4028747433,1,52,3,75
32351.839686498,24652.4321339508,2,13,5,58
32382.6705882353,24505.8140417457,0,30,0,62
32530.3308883456,24382.8174409128,0,12,2,125
32680.2257007645,24853.2906807426,0,44,0,101
33118.5469387755,24433.8703296703,1,31,5,96
33249.0268068331,24692.9965834428,0,65,4,229
33441.2827657379,24076.5628482972,0,31,10,74
34844.0030684259,24748.9889536668,0,24,7,156
35135.8777638715,24537.9453483521,8,66,10,190
35254.63435687,24740.8767510966,4,25,11,111
35497.7717885894,24897.9051452573,0,19,3,97
35529.5841205309,24263.1214875045,5,43,5,322
35730.3133775351,24411.5130655226,1,65,4,225
36084.6679227508,25239.3392369289,0,3,1,24
36096.426124197,25218.6900428266,0,1,0,14
36090.8884057971,25154.4623188406,2,23,9,156
36093.9446517413,25315.2360074627,0,7,6,514
36538.5818768997,24738.9848024316,7,20,3,89
36625.8288987435,24539.9024390244,0,63,7,235
36807.1620271235,24613.9621698787,0,21,0,67
36974.6672535211,24962.351056338,0,13,1,70
39.226075619296,25342.6268578879,17,165,19,486
217.386089813801,25494.7175976634,13,177,20,567
431.975338855422,25093.3640813253,10,155,26,722
435.007355787844,25242.6587301587,21,335,42,1148
642.271255060729,25746.4484511816,4,101,25,373
788.107262569832,25487.7229050279,23,225,21,611
955.752686447474,25774.2118684844,4,13,11,95
961.191947565543,25745.2986891386,11,98,26,372
972.019708029197,25799.5722627737,12,97,24,469
1818.72981614708,25865.5887290168,9,49,9,163
2756.89362865737,25912.2329778507,5,21,72,587
3040.79636048527,25700.0101097631,4,14,52,547
3095.40310725025,25443.5399264952,5,20,105,959
3404.26630760024,25887.8228605625,3,25,6,197
3460.44492793038,25379.7266793582,6,23,42,412
3520.84925236497,25450.2105584376,4,22,47,520
3602.07272960493,25074.4152129297,4,31,15,262
3611.86625874126,25845.6124708625,25,70,64,513
3710.66393849206,25428.0314980159,4,35,18,220
3730.07928994083,25666.3268639053,4,28,131,530
4080.26039960694,25833.8182115952,2,87,10,229
3850.94741806178,25657.1509078048,3,76,32,359
3958.98603883742,25426.4645259551,28,102,110,803
4114.04569150567,25792.3802514566,5,58,5,86
4083.39153439153,25645.1153943059,8,149,28,400
4152.88419677841,25396.2808010448,9,103,24,548
4178.21284982262,25843.3350413875,2,38,33,244
4196.35703185703,25145.1701631702,16,88,41,950
4213.72598584429,25890.9716885743,1,13,11,373
4358.88059276147,25165.0216585922,12,76,62,856
4464.66471520917,25205.4107818027,19,85,81,538
4452.49740764744,25578.5356448477,5,56,24,416
4465.2591852037,25381.1497125719,4,102,69,708
4527.33839479393,25650.092486689,4,47,64,493
4575.58439153439,25083.6153439153,6,145,103,881
4589.95515937331,25457.5759049163,4,49,112,390
4604.49009497965,25729.7791044776,6,75,23,381
4661.20632617528,25502.6384213581,1,59,19,433
4660.14264264264,25623.7399399399,0,96,35,354
5035.09655347187,25748.5696908262,1,96,9,248
4733.78762824983,25735.0176312382,2,85,24,261
4740.41561181435,25203.5562587904,1,83,28,525
4822.92206880412,25086.1338637959,4,125,28,643
4856.26440116038,25621.7878159967,2,112,18,393
4851.15767757147,25724.5670498084,1,93,31,190
4883.73916164226,25354.6312087281,6,48,99,636
4969.00241157556,25686.1965434084,1,5,2,92
5113.09721169236,25713.296857889,0,107,21,302
5028.04675231977,25611.0085653105,0,14,17,254
5058.28397291196,25384.5248306998,3,147,40,628
5120.50366891694,25510.2571176989,1,46,39,260
5158.11409966025,25847.7706681767,7,131,29,407
5220.59053523978,25491.6629128179,12,122,84,904
5249.99212832318,25061.3923956632,17,209,83,814
5249.17095238095,25792.7421428571,7,117,22,328
5361.6032357473,25883.7526964561,3,96,66,321
5498.83024963289,25866.0202643172,4,50,53,261
5561.28580795136,25301.0789771711,21,208,228,1104
5675.9743130227,25869.9151732378,7,97,88,305
5722.56622516556,25569.3841059603,3,23,28,118
5786.71410483667,25696.1028108382,1,39,34,145
5881.56636630556,25412.8548142148,11,101,122,371
5922.05905882353,25255.4265882353,8,41,39,306
5949.21980155306,25094.5390422778,2,18,22,208
6100.02179775281,25526.6869662921,5,49,52,368
6398.89535232384,25789.3515742129,3,70,29,403
6466.56700223039,25477.3831454578,14,47,18,219
6799.98502178649,25564.3758169935,0,13,1,96
7270.34865339578,25762.4452576112,7,58,60,500
7608.06516925024,25162.8228408731,2,25,5,147
7944.50159744409,24988.6445686901,0,10,2,101
8654.83602961338,25379.2881820675,0,18,0,73
8903.58771929825,25717.2988721805,0,17,1,68
9057.05121495327,25860.1671028037,2,59,41,571
9363.38024461991,25032.9365226815,0,15,3,215
9472.66567108456,25343.8648497293,2,99,87,1058
9578.40720049659,25785.1896337678,0,18,2,98
9699.76768585132,25884.5923261391,6,52,53,714
9817.42197986577,25388.44894535,3,54,40,638
9783.53337415799,25317.1383955909,1,36,3,233
9858.53727171077,25669.8350726798,7,130,26,738
9923.41870856154,25547.2810608244,18,136,55,672
10088.7385740402,25459.6081657526,3,120,48,770
10137.5127627628,25167.702952953,0,64,9,357
10249.5506200259,25714.8086248381,2,120,51,522
10508.4937690632,25751.440087146,4,18,26,276
10499.1443640124,25905.25336091,6,60,60,1031
10566.6712720343,25579.921867556,8,8,39,480
10596.8991668084,25376.2695119878,11,73,37,627
10620.9226839237,25841.5773160763,5,24,20,281
10671.1837447021,25644.5893792072,13,17,9,258
10716.7441273708,25073.4002088046,11,159,99,1290
10713.4437735849,25271.829245283,6,115,80,776
10844.9937584803,25669.5753052917,2,12,10,194
11039.1067085954,25296.5811320755,7,82,26,397
11127.7526041667,25328.0524553571,1,10,3,15
11169.652979066,25210.3597020934,1,62,13,51
11219.5356497289,25647.8302872063,3,76,13,106
11332.2171052632,25690.6885964912,1,29,4,9
11408.9526477117,25420.2892928866,12,136,74,23
11805.1100461484,25949.5704650337,10,124,101,827
11822.5825819221,25285.6355839015,7,112,33,5
11824.0581428168,25816.3801862828,10,167,96,51
11854.1756756757,25508.6505489865,6,156,28,25
11950.2926947267,25182.1744073537,8,91,10,8
12060.6440107672,25162.4019739794,1,94,14,273
12089.8652892562,24999.9584022039,5,118,19,635
12104.5417249417,25387.8976689977,0,25,6,319
12171.2367609975,25281.8369291118,1,17,2,212
12255.5310834813,25429.6105683837,2,61,10,309
12284.543899949,25712.1362940276,0,6,0,115
12356.2447116455,25620.9187263416,6,56,14,367
12396.0977392099,25841.0746745832,9,139,18,513
12411.9666357739,25357.1320667285,3,108,13,363
12523.0570304818,25367.4083087512,6,176,19,463
12523.9504380476,25851.0603254068,20,157,27,517
12607.0625332624,25785.4012772751,2,59,8,323
12614.4923007246,25665.3312952899,2,43,15,221
12798.6535645472,25625.9140655106,6,51,10,280
12879.2704414587,25468.4009596929,14,125,12,428
12916.8949490159,25855.1669433246,10,129,12,471
13047.6576293973,25570.4703114497,0,30,10,204
13195.7012772352,25366.8814425244,4,197,22,580
13186.0936381162,25848.0457174332,7,34,9,118
13217.8630506443,25284.4492058735,2,36,8,210
13247.4435137457,25053.845790378,6,114,19,1046
13290.0313790256,25155.7296999725,1,27,3,239
13301.1700280112,25815.325210084,2,92,5,166
13400.8800607287,25882.1599190283,5,40,4,172
13391.3733091056,25269.3973349485,7,84,28,537
13444.5641263941,25677.2261462206,1,35,6,142
13489.912397541,25516.6992827869,8,31,11,365
13528.1467105263,25212.6570175439,9,104,12,589
13533.4138922156,25741.2364071856,5,39,3,148
13655.9895309883,25787.1905360134,8,56,18,820
13734.7833456153,25060.9037091624,5,120,15,515
13823.6042125888,25115.5961302964,6,87,24,292
13850.331943128,25426.7226540284,17,134,35,782
13898.6606917155,25303.1685625646,9,169,26,116
13938.0736888692,25028.3576012392,9,105,20,53
14010.9129899807,25642.2436280541,4,93,52,128
14059.203236246,25075.6856526429,6,83,12,4
14164.1964117092,25660.6798866856,6,141,67,0
14177.5893792072,25424.0024931439,5,41,7,0
14188.9312977099,25507.2242013005,5,76,29,0
14201.2279142708,25859.3408259279,19,81,16,102
14287.4095612583,25253.2386175497,7,115,7,0
14409.4242424242,25461.3873517787,8,79,39,0
14484.7945991325,25229.980831118,16,68,21,0
14608.0716845878,25683.0208333333,8,103,28,0
14736.1941120608,25367.1468186135,4,163,27,146
14746.1714223481,25504.3066869963,10,176,35,499
14891.4857492443,25183.5756441629,17,143,297,1158
14832.9046871496,25047.2229199372,25,205,171,824
14870.4272399749,25697.8221334586,9,208,29,733
